Customer_ID,Appliance_Type,Power_Rating,Usage_Duration,Usage_Time_Start,Usage_Time_End,User_Preferences,Seasonal_Variation
2545,TV,211,7.36,4,11,Energy Saving,Low
2546,Washing Machine,576,5.18,20,1,Balanced,Low
2547,Washing Machine,979,4.05,1,5,Balanced,Medium
2548,Heater,1259,4.34,5,9,High Performance,Medium
2549,Air Conditioner,3117,4.24,1,5,Energy Saving,Low
2550,Fridge,156,6.7,0,6,Energy Saving,Medium
2551,Washing Machine,773,5.66,4,9,High Performance,Low
2552,Computer,309,6.4,11,17,High Performance,High
2553,Microwave,849,4.3,0,4,Energy Saving,Low
2554,Heater,1828,6.74,14,20,Balanced,Low
2555,Washing Machine,827,6.48,21,3,Balanced,Medium
2556,Heater,2402,2.62,1,3,High Performance,Medium
2557,Microwave,1252,1.7,4,5,High Performance,High
2558,TV,96,4.77,21,1,High Performance,Low
2559,Air Conditioner,2853,3.56,12,15,High Performance,High
2560,Washing Machine,676,4.67,16,20,High Performance,High
2561,Dishwasher,1554,7.45,16,23,High Performance,High
2562,Air Conditioner,2924,4.77,16,20,Balanced,Low
2563,Fridge,164,6.46,7,13,Balanced,Medium
2564,Heater,2444,6.88,19,1,Balanced,Medium
2565,Heater,1403,2.3,1,3,High Performance,Low
2566,Dishwasher,1627,6.83,7,13,Balanced,High
2567,Microwave,1388,1.91,8,9,Energy Saving,Medium
2568,Washing Machine,668,5.55,8,13,High Performance,High
2569,Microwave,998,4.1,16,20,Balanced,High
2570,Microwave,838,7.1,4,11,High Performance,Low
2571,Microwave,1266,3.98,20,23,High Performance,High
2572,Computer,325,2.75,11,13,Energy Saving,High
2573,Microwave,1101,6.13,5,11,Balanced,Medium
2574,TV,133,2.44,17,19,Balanced,Medium
2575,Air Conditioner,2382,5.33,8,13,Energy Saving,Medium
2576,Microwave,1418,7.32,23,6,High Performance,Medium
2577,Air Conditioner,3289,3.98,1,4,High Performance,Low
2578,Dishwasher,1726,6.0,18,0,High Performance,Low
2579,Computer,338,0.85,21,21,Energy Saving,High
2580,Dishwasher,1292,0.87,23,23,Energy Saving,Low
2581,TV,179,2.56,4,6,Balanced,Low
2582,Washing Machine,734,3.51,0,3,Balanced,Low
2583,Washing Machine,886,6.08,14,20,High Performance,Medium
2584,Heater,1895,1.58,12,13,Balanced,Medium
2585,Microwave,1288,6.5,23,5,Balanced,High
2586,Microwave,1168,5.65,15,20,Balanced,Low
2587,Computer,331,2.9,10,12,Energy Saving,High
2588,TV,284,2.13,14,16,Balanced,High
2589,Computer,203,0.83,12,12,Balanced,Medium
2590,Air Conditioner,1555,5.38,13,18,Energy Saving,Low
2591,Heater,1132,3.29,11,14,Energy Saving,High
2592,Air Conditioner,1744,6.38,2,8,Balanced,High
2593,Microwave,1218,6.9,3,9,Balanced,High
2594,Computer,337,3.16,6,9,Energy Saving,High
2595,Microwave,981,5.53,20,1,High Performance,Low
2596,Air Conditioner,2206,2.18,10,12,Balanced,Low
2597,Washing Machine,733,6.09,18,0,High Performance,High
2598,Heater,2293,7.39,23,6,Balanced,Low
2599,Dishwasher,1741,7.99,2,9,High Performance,Medium
2600,Washing Machine,709,1.08,8,9,High Performance,Low
2601,Fridge,180,7.76,6,13,Energy Saving,High
2602,Washing Machine,912,6.84,0,6,High Performance,Medium
2603,Washing Machine,511,6.56,12,18,Balanced,Medium
2604,Air Conditioner,2792,5.68,16,21,Energy Saving,Medium
2605,Washing Machine,720,4.01,7,11,Balanced,Medium
2606,Microwave,1277,7.14,13,20,Balanced,High
2607,Air Conditioner,1857,2.48,11,13,High Performance,Low
2608,TV,217,4.5,10,14,Balanced,High
2609,Heater,1170,6.7,2,8,Balanced,Medium
2610,Dishwasher,1761,1.31,3,4,High Performance,Low
2611,TV,197,1.01,22,23,Balanced,Low
2612,Heater,1070,5.57,21,2,Balanced,Medium
2613,Heater,1427,6.6,17,23,High Performance,Low
2614,Computer,301,7.39,16,23,Balanced,Medium
2615,Washing Machine,707,2.21,23,1,Balanced,Medium
2616,Microwave,1174,3.0,8,11,Balanced,Medium
2617,TV,352,5.44,3,8,High Performance,High
2618,Computer,200,0.84,22,22,Energy Saving,High
2619,Heater,1281,6.64,9,15,Energy Saving,Low
2620,Microwave,1146,6.21,11,17,Energy Saving,High
2621,Computer,213,7.22,2,9,High Performance,Medium
2622,TV,199,7.83,5,12,Energy Saving,Low
2623,Fridge,152,7.38,5,12,High Performance,Low
2624,Fridge,143,1.72,21,22,Energy Saving,Low
2625,Computer,365,5.96,20,1,Balanced,Low
2626,TV,270,1.94,15,16,Balanced,High
2627,Heater,1751,7.38,12,19,Energy Saving,Low
2628,Microwave,1323,5.15,17,22,Balanced,High
2629,Dishwasher,1398,6.0,2,8,Energy Saving,Low
2630,Air Conditioner,2281,1.56,4,5,Energy Saving,Low
2631,Dishwasher,1670,3.44,22,1,High Performance,Low
2632,Fridge,154,2.77,2,4,Energy Saving,Low
2633,Computer,297,5.57,1,6,Energy Saving,High
2634,Fridge,195,5.01,8,13,Balanced,Low
2635,Washing Machine,710,3.55,20,23,Balanced,Low
2636,Computer,332,3.97,6,9,Balanced,Medium
2637,Washing Machine,737,5.79,11,16,High Performance,Low
2638,Heater,1273,7.7,8,15,High Performance,Medium
2639,Fridge,111,2.71,7,9,Energy Saving,Medium
2640,Computer,314,1.53,16,17,Balanced,Medium
2641,Dishwasher,1212,6.76,22,4,Energy Saving,Medium
2642,Air Conditioner,1835,4.52,7,11,High Performance,High
2643,Washing Machine,703,7.49,5,12,High Performance,Low
2644,Computer,209,4.54,17,21,Balanced,Low
2645,Washing Machine,515,5.04,4,9,Balanced,Low
2646,Fridge,169,5.33,20,1,Energy Saving,High
2647,Computer,229,2.17,11,13,Energy Saving,Low
2648,Dishwasher,1515,6.43,4,10,Balanced,Low
2649,Air Conditioner,1557,4.21,18,22,Balanced,High
2650,Fridge,198,5.44,18,23,High Performance,Medium
2651,Heater,1910,4.84,18,22,Energy Saving,Low
2652,Dishwasher,1601,6.87,4,10,High Performance,Medium
2653,TV,108,2.2,1,3,High Performance,High
2654,TV,319,6.13,14,20,Balanced,Low
2655,Air Conditioner,1833,1.6,12,13,High Performance,High
2656,Fridge,100,5.63,14,19,Energy Saving,High
2657,Washing Machine,1000,4.61,0,4,Energy Saving,Medium
2658,Dishwasher,1696,5.19,6,11,Energy Saving,Medium
2659,Computer,314,0.69,19,19,Energy Saving,Medium
2660,Fridge,162,3.18,1,4,Balanced,Medium
2661,Dishwasher,1717,5.6,12,17,Balanced,Medium
2662,Dishwasher,1642,7.94,1,8,High Performance,Low
2663,TV,180,6.37,11,17,High Performance,Medium
2664,Microwave,862,1.81,6,7,Energy Saving,Medium
2665,Washing Machine,980,5.71,23,4,High Performance,High
2666,Heater,1549,7.09,15,22,Energy Saving,Medium
2667,TV,232,1.16,5,6,Energy Saving,Medium
2668,Dishwasher,1484,2.51,8,10,High Performance,Medium
2669,Dishwasher,1245,3.01,5,8,Energy Saving,High
2670,TV,211,1.65,12,13,Balanced,Low
2671,Air Conditioner,3112,7.83,19,2,High Performance,High
2672,TV,353,0.72,20,20,High Performance,High
2673,Dishwasher,1375,7.58,7,14,Balanced,Medium
2674,Dishwasher,1587,0.66,17,17,High Performance,Medium
2675,Washing Machine,653,0.88,5,5,High Performance,Medium
2676,Dishwasher,1691,5.54,2,7,Energy Saving,Medium
2677,TV,353,1.14,3,4,Balanced,Low
2678,Dishwasher,1287,6.01,22,4,Balanced,Medium
2679,Microwave,1082,2.64,6,8,Balanced,High
2680,TV,329,7.18,20,3,High Performance,Low
2681,TV,379,4.14,10,14,Energy Saving,High
2682,TV,249,4.44,11,15,Balanced,High
2683,Air Conditioner,3317,0.52,1,1,Balanced,Low
2684,Heater,1834,1.9,18,19,Energy Saving,High
2685,Heater,2394,5.15,13,18,Energy Saving,Medium
2686,TV,221,2.11,19,21,High Performance,Low
2687,Microwave,917,1.57,18,19,Energy Saving,High
2688,TV,217,1.05,10,11,High Performance,Medium
2689,Heater,1798,5.66,0,5,Energy Saving,Low
2690,Air Conditioner,2896,5.0,10,15,Energy Saving,Low
2691,TV,280,2.52,7,9,Energy Saving,Medium
2692,Fridge,160,1.97,8,9,High Performance,Medium
2693,Dishwasher,1727,4.36,11,15,Energy Saving,Low
2694,Air Conditioner,1901,6.13,14,20,Balanced,Medium
2695,Microwave,960,5.15,20,1,Balanced,High
2696,Heater,1639,5.01,7,12,High Performance,High
2697,Heater,1958,4.86,15,19,Energy Saving,High
2698,Air Conditioner,3217,5.53,11,16,High Performance,Medium
2699,Washing Machine,804,4.09,20,0,Energy Saving,High
2700,Microwave,1444,3.23,7,10,High Performance,Low
2701,Washing Machine,875,2.55,7,9,Balanced,High
2702,TV,149,1.77,12,13,Energy Saving,Medium
2703,Fridge,199,5.65,19,0,Energy Saving,Low
2704,Dishwasher,1643,3.62,9,12,High Performance,High
2705,Heater,1252,1.68,6,7,Energy Saving,Medium
2706,Dishwasher,1733,5.5,4,9,High Performance,Low
2707,Air Conditioner,2778,2.52,7,9,Energy Saving,High
2708,Fridge,127,1.39,0,1,Balanced,Low
2709,Computer,296,6.88,8,14,Balanced,High
2710,TV,353,7.69,20,3,Balanced,Medium
2711,TV,307,1.09,10,11,Energy Saving,High
2712,Air Conditioner,3218,2.3,20,22,Energy Saving,High
2713,Fridge,158,2.11,16,18,Energy Saving,Low
2714,Fridge,129,4.91,6,10,Energy Saving,Medium
2715,Computer,265,5.05,13,18,Energy Saving,Medium
2716,Air Conditioner,2703,6.17,13,19,Balanced,High
2717,TV,294,4.15,9,13,Balanced,Medium
2718,Computer,281,0.7,17,17,Energy Saving,Medium
2719,Computer,245,3.23,22,1,Balanced,Low
2720,Air Conditioner,2724,5.38,1,6,Energy Saving,High
2721,TV,107,4.77,7,11,Energy Saving,High
2722,Microwave,1414,4.48,2,6,Energy Saving,Medium
2723,Computer,280,6.16,12,18,Energy Saving,Medium
2724,Computer,311,4.5,22,2,Energy Saving,High
2725,Washing Machine,729,6.23,6,12,Energy Saving,Medium
2726,TV,133,1.62,18,19,Energy Saving,Low
2727,Microwave,1490,4.13,2,6,Energy Saving,Low
2728,Dishwasher,1580,4.43,1,5,Energy Saving,Low
2729,Heater,1061,3.91,17,20,Balanced,High
2730,TV,393,5.11,1,6,High Performance,Low
2731,Dishwasher,1473,7.08,5,12,Balanced,High
2732,Air Conditioner,2763,4.02,9,13,High Performance,High
2733,Air Conditioner,2911,7.61,21,4,Energy Saving,High
2734,Fridge,115,1.79,8,9,High Performance,Medium
2735,Washing Machine,810,0.85,18,18,Balanced,Medium
2736,Fridge,155,7.39,17,0,Energy Saving,Medium
2737,Air Conditioner,2021,3.74,20,23,Balanced,Low
2738,Air Conditioner,2714,0.85,17,17,Balanced,Low
2739,Fridge,174,7.33,19,2,Balanced,High
2740,Dishwasher,1611,2.07,2,4,High Performance,High
2741,TV,348,7.54,8,15,Energy Saving,Low
2742,Computer,285,3.71,7,10,Balanced,Medium
2743,Heater,2115,7.11,15,22,High Performance,Low
2744,Computer,262,1.82,9,10,High Performance,High
2745,Heater,1225,6.59,22,4,High Performance,Low
2746,Computer,342,7.92,22,5,High Performance,Low
2747,Computer,323,3.3,10,13,Energy Saving,Low
2748,Computer,251,4.32,12,16,Energy Saving,High
2749,Heater,2432,3.25,0,3,Energy Saving,Medium
2750,Computer,388,3.37,10,13,Balanced,High
2751,Fridge,111,0.69,22,22,High Performance,Medium
2752,Washing Machine,730,1.58,8,9,Energy Saving,Medium
2753,Dishwasher,1600,1.41,3,4,High Performance,Medium
2754,Air Conditioner,2778,3.54,16,19,Energy Saving,High
2755,TV,268,7.25,4,11,Balanced,Medium
2756,Fridge,194,3.4,13,16,Balanced,Low
2757,Dishwasher,1634,3.75,21,0,Energy Saving,High
2758,Washing Machine,945,0.52,15,15,High Performance,High
2759,TV,251,5.12,10,15,Balanced,Low
2760,TV,181,5.85,0,5,Balanced,Medium
2761,Heater,1232,2.97,1,3,Balanced,Low
2762,Fridge,146,0.74,9,9,High Performance,High
2763,Washing Machine,942,7.31,9,16,Energy Saving,High
2764,Air Conditioner,2802,1.99,15,16,Energy Saving,Low
2765,Dishwasher,1766,2.0,13,15,High Performance,Low
2766,Computer,366,6.34,12,18,High Performance,Medium
2767,Heater,2173,6.37,23,5,High Performance,Medium
2768,Dishwasher,1418,7.63,7,14,Energy Saving,Low
2769,Computer,343,7.66,20,3,High Performance,Low
2770,Computer,345,1.71,15,16,Energy Saving,Medium
2771,Dishwasher,1747,1.84,2,3,Energy Saving,Medium
2772,Fridge,161,2.92,20,22,Balanced,Medium
2773,Dishwasher,1712,7.92,14,21,Energy Saving,Medium
2774,TV,153,0.65,5,5,Energy Saving,High
2775,Microwave,949,3.51,6,9,Energy Saving,High
2776,Microwave,1165,4.47,22,2,High Performance,Medium
2777,Fridge,145,6.49,6,12,Balanced,High
2778,Computer,391,5.91,22,3,Balanced,Low
2779,Fridge,137,2.76,1,3,High Performance,Low
2780,TV,202,4.73,10,14,High Performance,High
2781,Computer,356,2.41,17,19,Energy Saving,Medium
2782,Air Conditioner,1786,0.62,2,2,Energy Saving,Medium
2783,Dishwasher,1374,1.03,13,14,High Performance,Medium
2784,Washing Machine,957,1.06,12,13,Balanced,Medium
2785,TV,59,7.11,18,1,Energy Saving,Low
2786,Computer,345,1.94,10,11,Energy Saving,Low
2787,Washing Machine,583,7.17,12,19,Energy Saving,Low
2788,Fridge,162,7.04,11,18,Energy Saving,Medium
2789,Computer,238,7.11,17,0,Balanced,Medium
2790,Heater,1555,2.72,0,2,High Performance,High
2791,Air Conditioner,3281,6.26,8,14,Balanced,Low
2792,Dishwasher,1651,5.22,22,3,Energy Saving,High
2793,TV,60,6.44,6,12,High Performance,Low
2794,Washing Machine,534,3.05,3,6,Balanced,Low
2795,Washing Machine,559,1.29,20,21,Balanced,High
2796,TV,376,1.91,13,14,High Performance,Low
2797,Computer,229,7.68,13,20,Balanced,Low
2798,TV,103,0.5,21,21,Energy Saving,High
2799,Fridge,184,3.87,6,9,Energy Saving,High
2800,Microwave,1092,1.05,12,13,Energy Saving,Low
2801,Microwave,1256,1.49,11,12,High Performance,Low
2802,Washing Machine,901,0.72,17,17,Energy Saving,Low
2803,Air Conditioner,1579,6.19,22,4,Balanced,Medium
2804,Fridge,195,2.39,14,16,High Performance,Low
2805,Computer,390,0.97,8,8,Energy Saving,High
2806,TV,299,2.34,5,7,Energy Saving,Medium
2807,Dishwasher,1348,2.0,15,17,Energy Saving,Low
2808,TV,192,5.55,18,23,Energy Saving,Medium
2809,Dishwasher,1286,4.91,12,16,Energy Saving,High
2810,Computer,368,4.89,20,0,Energy Saving,Medium
2811,Air Conditioner,3412,6.84,11,17,High Performance,Low
2812,Dishwasher,1455,5.56,17,22,Energy Saving,Low
2813,Washing Machine,710,5.37,1,6,Energy Saving,High
2814,Air Conditioner,3426,5.53,6,11,High Performance,Medium
2815,Fridge,197,3.58,4,7,Energy Saving,Medium
2816,Computer,314,1.07,2,3,High Performance,Medium
2817,Washing Machine,504,6.35,15,21,High Performance,Medium
2818,Computer,253,6.43,15,21,Balanced,Medium
2819,TV,131,5.8,12,17,Balanced,Medium
2820,Fridge,166,7.01,22,5,High Performance,Low
2821,Fridge,186,7.37,20,3,Balanced,Medium
2822,Air Conditioner,2719,5.83,1,6,Energy Saving,Medium
2823,Computer,244,1.58,13,14,High Performance,High
2824,Computer,271,6.16,7,13,Energy Saving,High
2825,Computer,206,5.67,15,20,Balanced,Medium
2826,Heater,1877,1.95,8,9,Balanced,Low
2827,TV,157,4.77,2,6,Balanced,Low
2828,Fridge,135,1.68,9,10,Energy Saving,High
2829,Fridge,138,7.69,7,14,Energy Saving,Medium
2830,Fridge,123,5.12,12,17,Energy Saving,High
2831,Computer,288,7.67,23,6,Balanced,Medium
2832,TV,189,5.79,2,7,High Performance,Medium
2833,Air Conditioner,1871,6.68,1,7,High Performance,Medium
2834,Dishwasher,1747,5.85,1,6,High Performance,Low
2835,Air Conditioner,1843,5.46,20,1,Energy Saving,Low
2836,TV,171,1.45,16,17,High Performance,High
2837,Fridge,161,7.33,10,17,Balanced,High
2838,Fridge,163,2.97,4,6,High Performance,High
2839,Heater,1248,7.06,8,15,Balanced,Medium
2840,TV,298,1.7,2,3,High Performance,Low
2841,Computer,229,0.97,3,3,Balanced,Low
2842,Air Conditioner,3194,0.82,7,7,Energy Saving,Low
2843,Fridge,160,2.0,23,1,Balanced,High
2844,Fridge,107,7.62,7,14,High Performance,High
2845,Dishwasher,1704,0.55,10,10,Energy Saving,Low
2846,TV,172,5.82,22,3,High Performance,Medium
2847,TV,137,5.32,16,21,Balanced,Medium
2848,TV,73,7.68,6,13,High Performance,Low
2849,Dishwasher,1469,6.98,2,8,Energy Saving,Medium
2850,Washing Machine,639,3.92,10,13,High Performance,Low
2851,Washing Machine,942,1.25,14,15,Balanced,Medium
2852,TV,99,7.66,0,7,Balanced,High
2853,Microwave,991,5.56,17,22,Balanced,High
2854,Dishwasher,1497,4.4,1,5,Energy Saving,High
2855,Dishwasher,1576,1.19,21,22,High Performance,High
2856,Washing Machine,762,1.22,2,3,High Performance,Medium
2857,Air Conditioner,2815,5.56,23,4,Balanced,Low
2858,Washing Machine,805,4.86,14,18,Balanced,Low
2859,Fridge,173,6.56,16,22,Energy Saving,Low
2860,Microwave,1143,5.09,7,12,Balanced,Medium
2861,Microwave,986,3.61,10,13,Energy Saving,High
2862,Computer,309,3.99,9,12,Energy Saving,Medium
2863,Dishwasher,1202,4.23,5,9,High Performance,Low
2864,Dishwasher,1784,1.94,15,16,Energy Saving,Medium
2865,Microwave,1009,1.48,7,8,Energy Saving,Low
2866,Air Conditioner,2893,4.99,21,1,Energy Saving,Low
2867,Dishwasher,1727,1.51,15,16,Balanced,Low
2868,Computer,302,3.13,20,23,Energy Saving,Low
2869,Heater,2271,1.27,10,11,Energy Saving,High
2870,Dishwasher,1553,3.98,2,5,Energy Saving,Medium
2871,Air Conditioner,3286,6.67,11,17,Energy Saving,Low
2872,Fridge,139,1.39,1,2,High Performance,High
2873,Microwave,986,4.74,16,20,High Performance,Low
2874,Microwave,1255,7.41,4,11,Energy Saving,High
2875,Heater,1144,3.63,0,3,Energy Saving,High
2876,TV,129,0.9,8,8,Balanced,Medium
2877,Air Conditioner,2804,6.19,23,5,Energy Saving,Medium
2878,Fridge,181,3.49,5,8,Balanced,Low
2879,Washing Machine,820,2.96,15,17,Balanced,Medium
2880,TV,258,7.46,6,13,Energy Saving,Medium
2881,Microwave,1289,6.05,22,4,High Performance,Low
2882,Heater,2161,4.29,19,23,High Performance,High
2883,Washing Machine,951,6.69,3,9,High Performance,High
2884,Air Conditioner,1789,1.75,22,23,Energy Saving,Medium
2885,TV,95,2.5,19,21,High Performance,Low
2886,TV,304,3.64,2,5,Balanced,High
2887,Fridge,127,3.16,9,12,High Performance,Medium
2888,Microwave,1117,4.74,10,14,High Performance,High
2889,Computer,379,1.16,23,0,High Performance,Low
2890,Computer,255,1.01,6,7,Balanced,Medium
2891,Fridge,101,2.08,19,21,High Performance,Medium
2892,Computer,359,3.17,15,18,Balanced,Low
2893,Dishwasher,1515,1.51,5,6,Energy Saving,Low
2894,Microwave,946,4.86,13,17,High Performance,High
2895,Heater,1661,2.83,23,1,High Performance,Medium
2896,TV,98,4.84,1,5,High Performance,Medium
2897,TV,272,3.87,12,15,Energy Saving,Low
2898,Dishwasher,1357,4.31,20,0,Balanced,Low
2899,TV,183,7.07,12,19,High Performance,Low
2900,Computer,249,2.07,11,13,High Performance,High
2901,Air Conditioner,1518,7.23,14,21,Balanced,Medium
2902,Fridge,168,1.38,22,23,Balanced,High
2903,Computer,304,0.63,16,16,High Performance,High
2904,Washing Machine,803,1.45,5,6,Balanced,High
2905,Dishwasher,1776,7.91,10,17,Balanced,Low
2906,Fridge,184,3.96,22,1,Energy Saving,Low
2907,Fridge,103,3.5,11,14,Balanced,High
2908,Computer,226,2.23,14,16,High Performance,Low
2909,Computer,234,4.64,10,14,Energy Saving,Low
2910,Computer,219,1.45,16,17,Balanced,Medium
2911,Fridge,149,2.48,8,10,Balanced,Medium
2912,Microwave,883,7.99,21,4,Balanced,Low
2913,Microwave,968,4.86,8,12,High Performance,High
2914,Washing Machine,669,7.04,11,18,Energy Saving,High
2915,TV,223,1.83,14,15,High Performance,High
2916,TV,278,3.72,15,18,High Performance,High
2917,TV,57,2.97,17,19,Energy Saving,Medium
2918,Computer,326,6.06,20,2,Energy Saving,Medium
2919,Fridge,152,2.38,20,22,Energy Saving,Low
2920,Microwave,1122,6.29,3,9,Energy Saving,Medium
2921,Computer,375,4.15,13,17,Energy Saving,Medium
2922,Dishwasher,1656,5.58,19,0,High Performance,High
2923,Heater,1933,6.85,15,21,Balanced,Low
2924,Washing Machine,520,2.49,10,12,High Performance,High
2925,Computer,350,5.83,2,7,Balanced,Low
2926,Fridge,172,4.12,13,17,High Performance,High
2927,Air Conditioner,3038,6.96,8,14,Balanced,Low
2928,Heater,1642,4.6,13,17,Balanced,High
2929,Heater,2222,7.96,4,11,Energy Saving,High
2930,TV,92,6.86,10,16,High Performance,Low
2931,Computer,222,5.45,5,10,High Performance,Medium
2932,Dishwasher,1667,4.28,21,1,Energy Saving,Low
2933,Washing Machine,502,7.66,9,16,High Performance,High
2934,Air Conditioner,3426,3.66,1,4,High Performance,High
2935,Fridge,149,4.58,21,1,Balanced,Medium
2936,TV,313,2.36,19,21,Energy Saving,Medium
2937,Air Conditioner,1886,5.81,23,4,High Performance,High
2938,TV,174,0.98,8,8,High Performance,High
2939,Air Conditioner,3492,3.26,22,1,High Performance,Low
2940,TV,325,0.98,19,19,Energy Saving,Medium
2941,Computer,344,3.15,22,1,Balanced,Low
2942,Heater,2138,6.87,3,9,Energy Saving,Low
2943,TV,249,1.46,13,14,Energy Saving,High
2944,Computer,297,3.18,6,9,Energy Saving,High
2945,Heater,1082,4.03,14,18,Balanced,Low
2946,Washing Machine,596,5.98,5,10,Energy Saving,High
2947,Air Conditioner,2591,5.75,19,0,Balanced,Low
2948,Microwave,1386,4.57,1,5,Balanced,Medium
2949,TV,301,2.39,3,5,Balanced,Medium
2950,Heater,1388,3.59,11,14,Balanced,Low
2951,Fridge,161,2.92,15,17,Energy Saving,Low
2952,Washing Machine,551,5.05,12,17,Balanced,High
2953,Air Conditioner,3246,1.32,11,12,Energy Saving,Low
2954,Microwave,1350,1.95,22,23,Balanced,Low
2955,Washing Machine,539,1.88,2,3,Balanced,High
2956,Washing Machine,505,5.36,17,22,Energy Saving,Medium
2957,TV,398,6.47,20,2,Energy Saving,Medium
2958,Dishwasher,1380,4.49,10,14,Balanced,High
2959,Heater,2351,6.48,22,4,Balanced,Medium
2960,TV,136,2.01,22,0,Balanced,High
2961,Dishwasher,1424,6.79,5,11,High Performance,Low
2962,Microwave,811,7.7,2,9,High Performance,High
2963,Dishwasher,1309,3.16,8,11,Balanced,High
2964,Air Conditioner,1513,7.82,5,12,High Performance,Medium
2965,Microwave,1147,0.71,7,7,Energy Saving,High
2966,Computer,303,7.2,0,7,High Performance,High
2967,Dishwasher,1792,1.5,7,8,Balanced,High
2968,TV,360,3.27,22,1,Balanced,Low
2969,TV,238,5.44,7,12,Energy Saving,Low
2970,Washing Machine,767,5.42,13,18,Energy Saving,Medium
2971,Air Conditioner,2763,3.87,23,2,Balanced,Medium
2972,Dishwasher,1737,3.45,15,18,Energy Saving,Medium
2973,Air Conditioner,2677,7.3,16,23,Energy Saving,Medium
2974,Air Conditioner,2872,0.58,10,10,Energy Saving,Medium
2975,TV,57,3.9,12,15,High Performance,Low
2976,Washing Machine,706,3.84,7,10,Balanced,High
2977,Heater,2077,7.26,18,1,Energy Saving,High
2978,TV,226,4.77,4,8,Balanced,High
2979,Dishwasher,1575,2.59,23,1,Energy Saving,Low
2980,Heater,1675,2.35,22,0,Energy Saving,Medium
2981,Heater,2121,2.92,2,4,Balanced,High
2982,Computer,365,5.95,1,6,Balanced,Low
2983,Washing Machine,513,7.75,17,0,Energy Saving,Medium
2984,Computer,270,7.98,4,11,Balanced,Medium
2985,TV,213,2.76,14,16,Energy Saving,High
2986,Air Conditioner,2566,6.22,23,5,Balanced,Low
2987,Dishwasher,1649,1.37,18,19,Balanced,Low
2988,TV,195,2.99,2,4,High Performance,Low
2989,Computer,390,3.22,6,9,High Performance,Medium
2990,Heater,1721,0.82,2,2,Energy Saving,Medium
2991,Heater,1269,3.02,9,12,High Performance,High
2992,Dishwasher,1718,6.83,0,6,Balanced,Low
2993,Heater,1967,7.45,9,16,Energy Saving,Medium
2994,Air Conditioner,2714,7.31,3,10,Energy Saving,Low
2995,Microwave,1025,0.59,15,15,Balanced,High
2996,TV,172,5.81,2,7,Energy Saving,Medium
2997,Computer,245,1.33,1,2,Balanced,High
2998,Washing Machine,916,4.51,15,19,High Performance,Low
2999,Air Conditioner,3081,5.68,19,0,Energy Saving,High
3000,Microwave,800,6.49,15,21,High Performance,Low
3001,Microwave,969,2.5,18,20,High Performance,Low
3002,TV,187,3.01,1,4,High Performance,High
3003,Dishwasher,1201,5.07,1,6,High Performance,Low
3004,Heater,2289,5.53,20,1,Energy Saving,Low
3005,Microwave,1497,0.64,13,13,Energy Saving,Low
3006,Microwave,861,7.94,9,16,Energy Saving,Low
3007,Dishwasher,1721,2.9,5,7,Energy Saving,High
3008,Fridge,130,5.91,8,13,Energy Saving,Low
3009,Heater,2400,2.98,5,7,High Performance,Low
3010,Air Conditioner,2257,4.32,4,8,High Performance,Low
3011,Air Conditioner,3059,0.83,13,13,Balanced,Medium
3012,Air Conditioner,1824,5.81,19,0,Balanced,High
3013,Microwave,1234,7.93,17,0,High Performance,Medium
3014,TV,148,1.12,15,16,Energy Saving,Low
3015,Microwave,1010,1.08,14,15,Energy Saving,High
3016,Dishwasher,1495,1.3,20,21,Energy Saving,High
3017,TV,224,2.49,18,20,Balanced,Low
3018,Fridge,154,0.73,11,11,High Performance,High
3019,Microwave,1471,7.92,13,20,Energy Saving,Low
3020,Fridge,174,5.6,6,11,High Performance,Low
3021,TV,393,0.98,6,6,Balanced,High
3022,Microwave,1010,5.06,13,18,Balanced,High
3023,Air Conditioner,3072,7.3,10,17,High Performance,High
3024,Dishwasher,1465,6.64,19,1,Balanced,Medium
3025,Fridge,182,2.14,8,10,Balanced,Medium
3026,Heater,1223,1.27,7,8,Balanced,High
3027,Washing Machine,741,4.71,8,12,Energy Saving,High
3028,Washing Machine,990,7.45,5,12,Energy Saving,Low
3029,Dishwasher,1529,1.2,8,9,High Performance,Low
3030,Heater,2412,5.32,3,8,Balanced,High
3031,Dishwasher,1408,1.59,19,20,Balanced,High
3032,Fridge,128,7.72,12,19,High Performance,High
3033,Heater,2063,2.2,12,14,Energy Saving,High
3034,Computer,376,5.56,2,7,Energy Saving,High
3035,Computer,215,4.09,3,7,High Performance,Low
3036,Computer,357,0.56,15,15,Energy Saving,Low
3037,Fridge,131,4.82,15,19,Energy Saving,Medium
3038,TV,190,4.82,1,5,Energy Saving,Low
3039,Computer,367,7.42,19,2,Energy Saving,High
3040,Microwave,921,0.89,12,12,Balanced,High
3041,Dishwasher,1562,0.95,3,3,High Performance,Low
3042,TV,320,2.49,9,11,Energy Saving,Low
3043,Dishwasher,1661,2.5,1,3,Balanced,Low
3044,Air Conditioner,3382,5.76,6,11,High Performance,Low
3045,Microwave,1248,6.83,2,8,Balanced,Medium
3046,Microwave,1268,2.11,23,1,High Performance,Medium
3047,Washing Machine,870,2.31,5,7,Balanced,Medium
3048,TV,50,1.94,19,20,Balanced,Low
3049,Fridge,124,3.64,17,20,Energy Saving,Low
3050,Air Conditioner,1602,1.3,21,22,Balanced,Medium
3051,TV,280,1.52,15,16,Balanced,Medium
