Tariff_ID,Timestamp,Tariff_Rate,Tariff_Type,TOU_Period_Start,TOU_Period_End,Weather_Conditions,Grid_Load (MW),Forecasted_Tariff_Rate,Renewable_Energy_Contribution (%)
2426,2024-10-16 00:50:24.000,0.1,Super Off-Peak,22:50:24,06:50:24,Rainy,1270,0.09,17
2427,2024-10-16 00:59:19.680,0.19,Off-Peak,19:59:19.680000,02:59:19.680000,Sunny,1104,0.21,38
2428,2024-10-16 01:08:15.360,0.17,Peak,19:08:15.360000,02:08:15.360000,Partly Cloudy,1006,0.17,60
2429,2024-10-16 01:17:11.040,0.09,Peak,21:17:11.040000,07:17:11.040000,Rainy,1755,0.1,43
2430,2024-10-16 01:26:06.720,0.11,Off-Peak,23:26:06.720000,02:26:06.720000,Cloudy,1073,0.12,18
2431,2024-10-16 01:35:02.400,0.16,Peak,21:35:02.400000,02:35:02.400000,Sunny,1442,0.17,15
2432,2024-10-16 01:43:58.080,0.11,Peak,22:43:58.080000,06:43:58.080000,Partly Cloudy,1058,0.11,25
2433,2024-10-16 01:52:53.760,0.17,Super Off-Peak,01:52:53.760000,07:52:53.760000,Rainy,1232,0.16,55
2434,2024-10-16 02:01:49.440,0.07,Super Off-Peak,22:01:49.440000,06:01:49.440000,Rainy,1041,0.08,34
2435,2024-10-16 02:10:45.120,0.1,Off-Peak,21:10:45.120000,06:10:45.120000,Sunny,835,0.08,28
2436,2024-10-16 02:19:40.800,0.13,Mid-Peak,21:19:40.800000,05:19:40.800000,Rainy,1353,0.14,13
2437,2024-10-16 02:28:36.480,0.1,Peak,02:28:36.480000,08:28:36.480000,Cloudy,1651,0.12,19
2438,2024-10-16 02:37:32.160,0.11,Mid-Peak,20:37:32.160000,07:37:32.160000,Rainy,1684,0.1,51
2439,2024-10-16 02:46:27.840,0.15,Mid-Peak,23:46:27.840000,07:46:27.840000,Cloudy,938,0.17,13
2440,2024-10-16 02:55:23.520,0.1,Super Off-Peak,02:55:23.520000,06:55:23.520000,Cloudy,1591,0.1,48
2441,2024-10-16 03:04:19.200,0.16,Super Off-Peak,01:04:19.200000,07:04:19.200000,Sunny,1043,0.16,11
2442,2024-10-16 03:13:14.880,0.18,Peak,23:13:14.880000,04:13:14.880000,Sunny,1808,0.16,45
2443,2024-10-16 03:22:10.560,0.07,Off-Peak,22:22:10.560000,09:22:10.560000,Partly Cloudy,1151,0.09,42
2444,2024-10-16 03:31:06.240,0.08,Off-Peak,01:31:06.240000,07:31:06.240000,Clear,1727,0.07,24
2445,2024-10-16 03:40:01.920,0.15,Super Off-Peak,03:40:01.920000,06:40:01.920000,Windy,1241,0.16,16
2446,2024-10-16 03:48:57.600,0.15,Peak,03:48:57.600000,07:48:57.600000,Cloudy,1575,0.15,21
2447,2024-10-16 03:57:53.280,0.08,Peak,01:57:53.280000,07:57:53.280000,Windy,1291,0.08,59
2448,2024-10-16 04:06:48.960,0.12,Off-Peak,03:06:48.960000,10:06:48.960000,Cloudy,856,0.12,38
2449,2024-10-16 04:15:44.640,0.17,Super Off-Peak,04:15:44.640000,06:15:44.640000,Partly Cloudy,1378,0.18,34
2450,2024-10-16 04:24:40.320,0.08,Peak,03:24:40.320000,08:24:40.320000,Cloudy,1240,0.07,52
2451,2024-10-16 04:33:36.000,0.16,Super Off-Peak,03:33:36,10:33:36,Cloudy,1673,0.15,58
2452,2024-10-16 04:42:31.680,0.15,Off-Peak,02:42:31.680000,06:42:31.680000,Sunny,1656,0.16,49
2453,2024-10-16 04:51:27.360,0.05,Mid-Peak,02:51:27.360000,05:51:27.360000,Partly Cloudy,1402,0.04,21
2454,2024-10-16 05:00:23.040,0.13,Peak,02:00:23.040000,09:00:23.040000,Rainy,1340,0.15,19
2455,2024-10-16 05:09:18.720,0.11,Peak,02:09:18.720000,11:09:18.720000,Partly Cloudy,1757,0.1,12
2456,2024-10-16 05:18:14.400,0.17,Peak,04:18:14.400000,10:18:14.400000,Clear,1056,0.16,49
2457,2024-10-16 05:27:10.080,0.16,Super Off-Peak,03:27:10.080000,08:27:10.080000,Clear,1911,0.14,26
2458,2024-10-16 05:36:05.760,0.08,Peak,03:36:05.760000,08:36:05.760000,Windy,1967,0.08,39
2459,2024-10-16 05:45:01.440,0.09,Peak,05:45:01.440000,10:45:01.440000,Clear,1034,0.09,37
2460,2024-10-16 05:53:57.120,0.09,Peak,01:53:57.120000,11:53:57.120000,Cloudy,1154,0.11,60
2461,2024-10-16 06:02:52.800,0.07,Mid-Peak,02:02:52.800000,09:02:52.800000,Windy,1879,0.09,34
2462,2024-10-16 06:11:48.480,0.13,Mid-Peak,06:11:48.480000,09:11:48.480000,Sunny,1548,0.13,44
2463,2024-10-16 06:20:44.160,0.09,Mid-Peak,06:20:44.160000,10:20:44.160000,Windy,1760,0.07,32
2464,2024-10-16 06:29:39.840,0.11,Super Off-Peak,04:29:39.840000,08:29:39.840000,Cloudy,1610,0.1,37
2465,2024-10-16 06:38:35.520,0.18,Super Off-Peak,02:38:35.520000,10:38:35.520000,Cloudy,803,0.19,48
2466,2024-10-16 06:47:31.200,0.18,Off-Peak,05:47:31.200000,08:47:31.200000,Clear,1326,0.17,17
2467,2024-10-16 06:56:26.880,0.17,Peak,05:56:26.880000,11:56:26.880000,Windy,1802,0.18,54
2468,2024-10-16 07:05:22.560,0.1,Mid-Peak,03:05:22.560000,12:05:22.560000,Windy,1182,0.1,20
2469,2024-10-16 07:14:18.240,0.16,Peak,07:14:18.240000,12:14:18.240000,Sunny,1230,0.18,33
2470,2024-10-16 07:23:13.920,0.16,Mid-Peak,03:23:13.920000,09:23:13.920000,Windy,1217,0.16,45
2471,2024-10-16 07:32:09.600,0.08,Mid-Peak,07:32:09.600000,13:32:09.600000,Partly Cloudy,819,0.09,51
2472,2024-10-16 07:41:05.280,0.19,Peak,07:41:05.280000,09:41:05.280000,Partly Cloudy,1462,0.21,38
2473,2024-10-16 07:50:00.960,0.12,Peak,06:50:00.960000,08:50:00.960000,Cloudy,878,0.13,44
2474,2024-10-16 07:58:56.640,0.18,Off-Peak,05:58:56.640000,08:58:56.640000,Cloudy,991,0.17,20
2475,2024-10-16 08:07:52.320,0.16,Super Off-Peak,05:07:52.320000,09:07:52.320000,Rainy,1473,0.18,40
2476,2024-10-16 08:16:48.000,0.2,Off-Peak,02:16:48,09:16:48,Partly Cloudy,1961,0.2,27
2477,2024-10-16 08:25:43.680,0.17,Super Off-Peak,03:25:43.680000,10:25:43.680000,Partly Cloudy,1182,0.15,32
2478,2024-10-16 08:34:39.360,0.16,Off-Peak,02:34:39.360000,11:34:39.360000,Cloudy,967,0.15,50
2479,2024-10-16 08:43:35.040,0.2,Off-Peak,06:43:35.040000,10:43:35.040000,Rainy,1271,0.22,19
2480,2024-10-16 08:52:30.720,0.12,Peak,06:52:30.720000,13:52:30.720000,Clear,1023,0.14,20
2481,2024-10-16 09:01:26.400,0.16,Mid-Peak,04:01:26.400000,14:01:26.400000,Partly Cloudy,1351,0.15,39
2482,2024-10-16 09:10:22.080,0.19,Mid-Peak,03:10:22.080000,15:10:22.080000,Clear,1246,0.18,44
2483,2024-10-16 09:19:17.760,0.19,Peak,09:19:17.760000,11:19:17.760000,Cloudy,2000,0.21,36
2484,2024-10-16 09:28:13.440,0.19,Off-Peak,04:28:13.440000,14:28:13.440000,Cloudy,1821,0.19,60
2485,2024-10-16 09:37:09.120,0.09,Mid-Peak,08:37:09.120000,10:37:09.120000,Clear,1690,0.08,32
2486,2024-10-16 09:46:04.800,0.16,Off-Peak,08:46:04.800000,11:46:04.800000,Partly Cloudy,1302,0.16,47
2487,2024-10-16 09:55:00.480,0.15,Off-Peak,04:55:00.480000,11:55:00.480000,Cloudy,1273,0.15,38
2488,2024-10-16 10:03:56.160,0.08,Peak,05:03:56.160000,13:03:56.160000,Cloudy,1570,0.08,39
2489,2024-10-16 10:12:51.840,0.15,Mid-Peak,06:12:51.840000,16:12:51.840000,Cloudy,844,0.16,26
2490,2024-10-16 10:21:47.520,0.19,Super Off-Peak,09:21:47.520000,12:21:47.520000,Sunny,1780,0.21,47
2491,2024-10-16 10:30:43.200,0.05,Peak,06:30:43.200000,14:30:43.200000,Sunny,1110,0.03,30
2492,2024-10-16 10:39:38.880,0.11,Super Off-Peak,06:39:38.880000,13:39:38.880000,Windy,1216,0.11,44
2493,2024-10-16 10:48:34.560,0.08,Off-Peak,07:48:34.560000,12:48:34.560000,Sunny,1717,0.08,41
2494,2024-10-16 10:57:30.240,0.14,Mid-Peak,10:57:30.240000,13:57:30.240000,Cloudy,1304,0.13,17
2495,2024-10-16 11:06:25.920,0.1,Mid-Peak,06:06:25.920000,13:06:25.920000,Sunny,1113,0.11,17
2496,2024-10-16 11:15:21.600,0.1,Super Off-Peak,09:15:21.600000,17:15:21.600000,Sunny,1095,0.12,50
2497,2024-10-16 11:24:17.280,0.09,Super Off-Peak,09:24:17.280000,14:24:17.280000,Sunny,986,0.07,50
2498,2024-10-16 11:33:12.960,0.15,Mid-Peak,07:33:12.960000,14:33:12.960000,Sunny,1178,0.15,19
2499,2024-10-16 11:42:08.640,0.05,Off-Peak,07:42:08.640000,12:42:08.640000,Rainy,1043,0.04,34
2500,2024-10-16 11:51:04.320,0.18,Super Off-Peak,05:51:04.320000,15:51:04.320000,Partly Cloudy,823,0.19,20
2501,2024-10-16 12:00:00.000,0.09,Super Off-Peak,07:00:00,17:00:00,Sunny,956,0.08,19
2502,2024-10-16 12:08:55.680,0.19,Mid-Peak,09:08:55.680000,16:08:55.680000,Cloudy,1490,0.19,39
2503,2024-10-16 12:17:51.360,0.13,Peak,06:17:51.360000,18:17:51.360000,Clear,1273,0.12,37
2504,2024-10-16 12:26:47.040,0.2,Peak,10:26:47.040000,18:26:47.040000,Cloudy,1314,0.22,41
2505,2024-10-16 12:35:42.720,0.08,Off-Peak,09:35:42.720000,13:35:42.720000,Sunny,1614,0.08,41
2506,2024-10-16 12:44:38.400,0.06,Peak,06:44:38.400000,17:44:38.400000,Partly Cloudy,998,0.05,60
2507,2024-10-16 12:53:34.080,0.17,Super Off-Peak,11:53:34.080000,15:53:34.080000,Sunny,1487,0.18,56
2508,2024-10-16 13:02:29.760,0.15,Off-Peak,10:02:29.760000,19:02:29.760000,Sunny,995,0.14,53
2509,2024-10-16 13:11:25.440,0.14,Off-Peak,11:11:25.440000,16:11:25.440000,Partly Cloudy,954,0.14,46
2510,2024-10-16 13:20:21.120,0.15,Mid-Peak,12:20:21.120000,14:20:21.120000,Sunny,1678,0.15,49
2511,2024-10-16 13:29:16.800,0.07,Mid-Peak,09:29:16.800000,16:29:16.800000,Sunny,817,0.07,59
2512,2024-10-16 13:38:12.480,0.14,Mid-Peak,08:38:12.480000,19:38:12.480000,Cloudy,1879,0.14,55
2513,2024-10-16 13:47:08.160,0.14,Super Off-Peak,12:47:08.160000,19:47:08.160000,Partly Cloudy,1469,0.14,14
2514,2024-10-16 13:56:03.840,0.15,Peak,12:56:03.840000,17:56:03.840000,Partly Cloudy,1179,0.14,19
2515,2024-10-16 14:04:59.520,0.17,Peak,11:04:59.520000,17:04:59.520000,Partly Cloudy,950,0.16,57
2516,2024-10-16 14:13:55.200,0.16,Super Off-Peak,11:13:55.200000,16:13:55.200000,Rainy,1197,0.16,27
2517,2024-10-16 14:22:50.880,0.06,Peak,13:22:50.880000,17:22:50.880000,Partly Cloudy,1659,0.08,16
2518,2024-10-16 14:31:46.560,0.14,Peak,08:31:46.560000,17:31:46.560000,Clear,1543,0.14,42
2519,2024-10-16 14:40:42.240,0.08,Super Off-Peak,13:40:42.240000,20:40:42.240000,Clear,981,0.07,31
2520,2024-10-16 14:49:37.920,0.16,Off-Peak,09:49:37.920000,20:49:37.920000,Clear,1523,0.14,47
2521,2024-10-16 14:58:33.600,0.11,Mid-Peak,12:58:33.600000,19:58:33.600000,Rainy,1649,0.13,30
2522,2024-10-16 15:07:29.280,0.12,Off-Peak,12:07:29.280000,17:07:29.280000,Partly Cloudy,1284,0.14,12
2523,2024-10-16 15:16:24.960,0.19,Peak,09:16:24.960000,20:16:24.960000,Windy,823,0.19,49
2524,2024-10-16 15:25:20.640,0.12,Super Off-Peak,09:25:20.640000,19:25:20.640000,Sunny,1994,0.13,11
2525,2024-10-16 15:34:16.320,0.09,Super Off-Peak,09:34:16.320000,21:34:16.320000,Rainy,1294,0.11,47
2526,2024-10-16 15:43:12.000,0.1,Super Off-Peak,14:43:12,16:43:12,Partly Cloudy,1230,0.1,14
2527,2024-10-16 15:52:07.680,0.18,Mid-Peak,10:52:07.680000,18:52:07.680000,Cloudy,1673,0.2,42
2528,2024-10-16 16:01:03.360,0.1,Mid-Peak,13:01:03.360000,18:01:03.360000,Cloudy,1672,0.1,16
2529,2024-10-16 16:09:59.040,0.17,Super Off-Peak,14:09:59.040000,17:09:59.040000,Clear,1530,0.18,12
2530,2024-10-16 16:18:54.720,0.2,Super Off-Peak,12:18:54.720000,22:18:54.720000,Partly Cloudy,1097,0.2,37
2531,2024-10-16 16:27:50.400,0.1,Super Off-Peak,14:27:50.400000,18:27:50.400000,Partly Cloudy,989,0.11,59
2532,2024-10-16 16:36:46.080,0.2,Mid-Peak,15:36:46.080000,17:36:46.080000,Cloudy,1338,0.19,57
2533,2024-10-16 16:45:41.760,0.14,Mid-Peak,16:45:41.760000,22:45:41.760000,Partly Cloudy,828,0.15,12
2534,2024-10-16 16:54:37.440,0.12,Super Off-Peak,16:54:37.440000,21:54:37.440000,Clear,841,0.12,24
2535,2024-10-16 17:03:33.120,0.09,Mid-Peak,11:03:33.120000,21:03:33.120000,Windy,922,0.09,57
2536,2024-10-16 17:12:28.800,0.11,Mid-Peak,14:12:28.800000,20:12:28.800000,Cloudy,926,0.1,28
2537,2024-10-16 17:21:24.480,0.18,Mid-Peak,15:21:24.480000,23:21:24.480000,Cloudy,1739,0.18,51
2538,2024-10-16 17:30:20.160,0.18,Super Off-Peak,15:30:20.160000,19:30:20.160000,Windy,1321,0.16,57
2539,2024-10-16 17:39:15.840,0.18,Mid-Peak,17:39:15.840000,23:39:15.840000,Rainy,1483,0.17,32
2540,2024-10-16 17:48:11.520,0.17,Mid-Peak,12:48:11.520000,22:48:11.520000,Clear,1149,0.15,55
2541,2024-10-16 17:57:07.200,0.2,Off-Peak,15:57:07.200000,20:57:07.200000,Cloudy,1931,0.2,57
2542,2024-10-16 18:06:02.880,0.07,Peak,15:06:02.880000,23:06:02.880000,Clear,1164,0.05,26
2543,2024-10-16 18:14:58.560,0.19,Off-Peak,18:14:58.560000,22:14:58.560000,Clear,1356,0.19,31
2544,2024-10-16 18:23:54.240,0.12,Off-Peak,13:23:54.240000,00:23:54.240000,Rainy,1339,0.11,12
2545,2024-10-16 18:32:49.920,0.09,Peak,14:32:49.920000,19:32:49.920000,Cloudy,1940,0.07,25
2546,2024-10-16 18:41:45.600,0.12,Mid-Peak,14:41:45.600000,23:41:45.600000,Partly Cloudy,1716,0.11,44
2547,2024-10-16 18:50:41.280,0.12,Peak,17:50:41.280000,21:50:41.280000,Cloudy,1864,0.1,10
2548,2024-10-16 18:59:36.960,0.1,Mid-Peak,16:59:36.960000,21:59:36.960000,Cloudy,1496,0.11,34
2549,2024-10-16 19:08:32.640,0.12,Off-Peak,18:08:32.640000,23:08:32.640000,Sunny,1854,0.13,21
2550,2024-10-16 19:17:28.320,0.15,Off-Peak,18:17:28.320000,23:17:28.320000,Partly Cloudy,1755,0.16,56
2551,2024-10-16 19:26:24.000,0.1,Mid-Peak,16:26:24,00:26:24,Rainy,843,0.11,43
2552,2024-10-16 19:35:19.680,0.07,Peak,18:35:19.680000,20:35:19.680000,Cloudy,1005,0.06,31
2553,2024-10-16 19:44:15.360,0.05,Super Off-Peak,17:44:15.360000,00:44:15.360000,Cloudy,1440,0.05,25
2554,2024-10-16 19:53:11.040,0.18,Mid-Peak,19:53:11.040000,00:53:11.040000,Clear,1654,0.17,47
2555,2024-10-16 20:02:06.720,0.06,Off-Peak,14:02:06.720000,00:02:06.720000,Windy,1203,0.06,37
2556,2024-10-16 20:11:02.400,0.18,Mid-Peak,20:11:02.400000,02:11:02.400000,Windy,1148,0.17,34
2557,2024-10-16 20:19:58.080,0.05,Super Off-Peak,15:19:58.080000,21:19:58.080000,Clear,1243,0.03,38
2558,2024-10-16 20:28:53.760,0.13,Off-Peak,19:28:53.760000,02:28:53.760000,Clear,1150,0.13,58
2559,2024-10-16 20:37:49.440,0.14,Peak,15:37:49.440000,21:37:49.440000,Cloudy,1133,0.14,42
2560,2024-10-16 20:46:45.120,0.13,Peak,20:46:45.120000,21:46:45.120000,Windy,1286,0.13,48
2561,2024-10-16 20:55:40.800,0.06,Super Off-Peak,15:55:40.800000,00:55:40.800000,Rainy,1363,0.05,29
2562,2024-10-16 21:04:36.480,0.1,Off-Peak,21:04:36.480000,00:04:36.480000,Sunny,1985,0.11,27
2563,2024-10-16 21:13:32.160,0.13,Off-Peak,20:13:32.160000,23:13:32.160000,Cloudy,1833,0.12,55
2564,2024-10-16 21:22:27.840,0.06,Off-Peak,17:22:27.840000,23:22:27.840000,Sunny,1553,0.07,11
2565,2024-10-16 21:31:23.520,0.08,Mid-Peak,21:31:23.520000,00:31:23.520000,Windy,1413,0.09,25
2566,2024-10-16 21:40:19.200,0.19,Mid-Peak,15:40:19.200000,01:40:19.200000,Sunny,1998,0.21,45
2567,2024-10-16 21:49:14.880,0.11,Super Off-Peak,20:49:14.880000,03:49:14.880000,Sunny,1128,0.09,32
2568,2024-10-16 21:58:10.560,0.14,Super Off-Peak,18:58:10.560000,22:58:10.560000,Rainy,1822,0.13,21
2569,2024-10-16 22:07:06.240,0.17,Mid-Peak,17:07:06.240000,03:07:06.240000,Clear,1832,0.17,40
2570,2024-10-16 22:16:01.920,0.08,Peak,18:16:01.920000,03:16:01.920000,Windy,1780,0.09,12
2571,2024-10-16 22:24:57.600,0.11,Super Off-Peak,21:24:57.600000,00:24:57.600000,Partly Cloudy,1758,0.12,26
2572,2024-10-16 22:33:53.280,0.12,Mid-Peak,16:33:53.280000,02:33:53.280000,Rainy,813,0.11,32
2573,2024-10-16 22:42:48.960,0.12,Super Off-Peak,20:42:48.960000,00:42:48.960000,Clear,1042,0.13,31
2574,2024-10-16 22:51:44.640,0.09,Off-Peak,17:51:44.640000,01:51:44.640000,Clear,1771,0.08,25
2575,2024-10-16 23:00:40.320,0.14,Super Off-Peak,18:00:40.320000,01:00:40.320000,Windy,1308,0.15,50
2576,2024-10-16 23:09:36.000,0.18,Super Off-Peak,18:09:36,04:09:36,Windy,987,0.2,41
2577,2024-10-16 23:18:31.680,0.16,Peak,22:18:31.680000,03:18:31.680000,Sunny,1391,0.14,35
2578,2024-10-16 23:27:27.360,0.08,Mid-Peak,20:27:27.360000,04:27:27.360000,Windy,825,0.09,34
2579,2024-10-16 23:36:23.040,0.17,Off-Peak,22:36:23.040000,04:36:23.040000,Clear,1090,0.18,20
2580,2024-10-16 23:45:18.720,0.14,Peak,18:45:18.720000,05:45:18.720000,Sunny,1320,0.14,58
2581,2024-10-16 23:54:14.400,0.12,Peak,17:54:14.400000,04:54:14.400000,Cloudy,1153,0.12,12
2582,2024-10-17 00:03:10.080,0.09,Mid-Peak,00:03:10.080000,02:03:10.080000,Partly Cloudy,1653,0.08,11
2583,2024-10-17 00:12:05.760,0.06,Peak,19:12:05.760000,04:12:05.760000,Sunny,1663,0.04,41
2584,2024-10-17 00:21:01.440,0.2,Off-Peak,19:21:01.440000,05:21:01.440000,Cloudy,905,0.21,21
2585,2024-10-17 00:29:57.120,0.1,Mid-Peak,18:29:57.120000,03:29:57.120000,Windy,987,0.09,29
2586,2024-10-17 00:38:52.800,0.17,Mid-Peak,19:38:52.800000,06:38:52.800000,Clear,1044,0.18,52
2587,2024-10-17 00:47:48.480,0.15,Off-Peak,22:47:48.480000,05:47:48.480000,Partly Cloudy,888,0.15,33
2588,2024-10-17 00:56:44.160,0.19,Peak,22:56:44.160000,02:56:44.160000,Windy,1580,0.19,15
2589,2024-10-17 01:05:39.840,0.15,Peak,19:05:39.840000,05:05:39.840000,Windy,1488,0.16,32
2590,2024-10-17 01:14:35.520,0.19,Off-Peak,01:14:35.520000,07:14:35.520000,Clear,1482,0.18,58
2591,2024-10-17 01:23:31.200,0.08,Peak,23:23:31.200000,04:23:31.200000,Rainy,1273,0.07,33
2592,2024-10-17 01:32:26.880,0.17,Mid-Peak,00:32:26.880000,02:32:26.880000,Sunny,1358,0.18,26
2593,2024-10-17 01:41:22.560,0.11,Peak,19:41:22.560000,06:41:22.560000,Rainy,1969,0.11,55
2594,2024-10-17 01:50:18.240,0.1,Mid-Peak,20:50:18.240000,03:50:18.240000,Sunny,1511,0.1,53
2595,2024-10-17 01:59:13.920,0.11,Mid-Peak,21:59:13.920000,07:59:13.920000,Partly Cloudy,1914,0.1,36
2596,2024-10-17 02:08:09.600,0.15,Peak,23:08:09.600000,06:08:09.600000,Sunny,1614,0.14,35
2597,2024-10-17 02:17:05.280,0.2,Super Off-Peak,02:17:05.280000,05:17:05.280000,Windy,1782,0.19,17
2598,2024-10-17 02:26:00.960,0.07,Super Off-Peak,21:26:00.960000,05:26:00.960000,Windy,1095,0.06,45
2599,2024-10-17 02:34:56.640,0.06,Mid-Peak,01:34:56.640000,05:34:56.640000,Partly Cloudy,1790,0.04,15
2600,2024-10-17 02:43:52.320,0.05,Mid-Peak,22:43:52.320000,03:43:52.320000,Sunny,1630,0.04,22
2601,2024-10-17 02:52:48.000,0.08,Off-Peak,02:52:48,06:52:48,Cloudy,1334,0.09,18
2602,2024-10-17 03:01:43.680,0.1,Peak,00:01:43.680000,05:01:43.680000,Rainy,1588,0.09,21
2603,2024-10-17 03:10:39.360,0.19,Super Off-Peak,03:10:39.360000,09:10:39.360000,Cloudy,920,0.2,28
2604,2024-10-17 03:19:35.040,0.07,Off-Peak,02:19:35.040000,06:19:35.040000,Sunny,901,0.08,20
2605,2024-10-17 03:28:30.720,0.18,Mid-Peak,22:28:30.720000,05:28:30.720000,Clear,1152,0.17,48
2606,2024-10-17 03:37:26.400,0.07,Off-Peak,22:37:26.400000,09:37:26.400000,Windy,878,0.07,35
2607,2024-10-17 03:46:22.080,0.07,Super Off-Peak,01:46:22.080000,08:46:22.080000,Partly Cloudy,1807,0.08,22
2608,2024-10-17 03:55:17.760,0.07,Super Off-Peak,22:55:17.760000,05:55:17.760000,Partly Cloudy,1610,0.09,22
2609,2024-10-17 04:04:13.440,0.09,Mid-Peak,04:04:13.440000,08:04:13.440000,Rainy,1699,0.08,49
2610,2024-10-17 04:13:09.120,0.11,Peak,04:13:09.120000,08:13:09.120000,Clear,1557,0.1,10
2611,2024-10-17 04:22:04.800,0.07,Mid-Peak,00:22:04.800000,09:22:04.800000,Partly Cloudy,997,0.07,29
2612,2024-10-17 04:31:00.480,0.18,Mid-Peak,03:31:00.480000,06:31:00.480000,Cloudy,1248,0.2,51
2613,2024-10-17 04:39:56.160,0.12,Off-Peak,04:39:56.160000,05:39:56.160000,Cloudy,1079,0.1,57
2614,2024-10-17 04:48:51.840,0.06,Super Off-Peak,23:48:51.840000,05:48:51.840000,Windy,853,0.08,42
2615,2024-10-17 04:57:47.520,0.08,Mid-Peak,00:57:47.520000,08:57:47.520000,Sunny,1961,0.1,12
2616,2024-10-17 05:06:43.200,0.17,Super Off-Peak,04:06:43.200000,06:06:43.200000,Partly Cloudy,1570,0.16,29
2617,2024-10-17 05:15:38.880,0.18,Off-Peak,00:15:38.880000,08:15:38.880000,Windy,1003,0.17,17
2618,2024-10-17 05:24:34.560,0.08,Off-Peak,05:24:34.560000,07:24:34.560000,Rainy,1195,0.1,40
2619,2024-10-17 05:33:30.240,0.09,Peak,03:33:30.240000,09:33:30.240000,Sunny,1133,0.08,22
2620,2024-10-17 05:42:25.920,0.16,Super Off-Peak,00:42:25.920000,10:42:25.920000,Sunny,1712,0.16,24
2621,2024-10-17 05:51:21.600,0.1,Peak,02:51:21.600000,10:51:21.600000,Cloudy,1612,0.09,14
2622,2024-10-17 06:00:17.280,0.1,Super Off-Peak,06:00:17.280000,08:00:17.280000,Windy,1263,0.11,32
2623,2024-10-17 06:09:12.960,0.05,Mid-Peak,05:09:12.960000,12:09:12.960000,Rainy,1933,0.05,56
2624,2024-10-17 06:18:08.640,0.14,Mid-Peak,03:18:08.640000,12:18:08.640000,Sunny,1824,0.12,27
2625,2024-10-17 06:27:04.320,0.17,Super Off-Peak,06:27:04.320000,08:27:04.320000,Clear,1326,0.19,30
2626,2024-10-17 06:36:00.000,0.09,Peak,04:36:00,07:36:00,Partly Cloudy,1210,0.08,48
2627,2024-10-17 06:44:55.680,0.06,Mid-Peak,03:44:55.680000,10:44:55.680000,Rainy,827,0.06,12
2628,2024-10-17 06:53:51.360,0.17,Super Off-Peak,05:53:51.360000,09:53:51.360000,Partly Cloudy,1804,0.18,10
2629,2024-10-17 07:02:47.040,0.19,Off-Peak,02:02:47.040000,08:02:47.040000,Sunny,818,0.19,19
2630,2024-10-17 07:11:42.720,0.15,Super Off-Peak,03:11:42.720000,08:11:42.720000,Windy,953,0.16,35
2631,2024-10-17 07:20:38.400,0.15,Peak,03:20:38.400000,12:20:38.400000,Cloudy,1866,0.13,54
2632,2024-10-17 07:29:34.080,0.18,Super Off-Peak,04:29:34.080000,09:29:34.080000,Partly Cloudy,956,0.19,58
2633,2024-10-17 07:38:29.760,0.18,Peak,01:38:29.760000,11:38:29.760000,Windy,877,0.18,38
2634,2024-10-17 07:47:25.440,0.14,Super Off-Peak,03:47:25.440000,08:47:25.440000,Windy,1011,0.14,52
2635,2024-10-17 07:56:21.120,0.11,Peak,03:56:21.120000,11:56:21.120000,Partly Cloudy,990,0.1,33
2636,2024-10-17 08:05:16.800,0.18,Super Off-Peak,06:05:16.800000,10:05:16.800000,Rainy,1573,0.18,43
2637,2024-10-17 08:14:12.480,0.1,Off-Peak,08:14:12.480000,13:14:12.480000,Partly Cloudy,1603,0.09,34
2638,2024-10-17 08:23:08.160,0.05,Peak,02:23:08.160000,10:23:08.160000,Rainy,1812,0.05,51
2639,2024-10-17 08:32:03.840,0.13,Mid-Peak,08:32:03.840000,14:32:03.840000,Windy,982,0.14,44
2640,2024-10-17 08:40:59.520,0.09,Off-Peak,06:40:59.520000,14:40:59.520000,Rainy,1988,0.07,48
2641,2024-10-17 08:49:55.200,0.06,Mid-Peak,08:49:55.200000,13:49:55.200000,Rainy,1875,0.07,28
2642,2024-10-17 08:58:50.880,0.09,Off-Peak,04:58:50.880000,11:58:50.880000,Windy,1080,0.07,22
2643,2024-10-17 09:07:46.560,0.09,Mid-Peak,04:07:46.560000,11:07:46.560000,Sunny,948,0.1,35
2644,2024-10-17 09:16:42.240,0.17,Mid-Peak,09:16:42.240000,12:16:42.240000,Clear,1673,0.17,32
2645,2024-10-17 09:25:37.920,0.07,Mid-Peak,07:25:37.920000,10:25:37.920000,Cloudy,1764,0.06,14
2646,2024-10-17 09:34:33.600,0.12,Super Off-Peak,05:34:33.600000,11:34:33.600000,Windy,1432,0.14,22
2647,2024-10-17 09:43:29.280,0.13,Mid-Peak,06:43:29.280000,15:43:29.280000,Clear,1832,0.13,52
2648,2024-10-17 09:52:24.960,0.15,Mid-Peak,03:52:24.960000,13:52:24.960000,Clear,1925,0.16,23
2649,2024-10-17 10:01:20.640,0.14,Super Off-Peak,09:01:20.640000,13:01:20.640000,Sunny,1189,0.12,29
2650,2024-10-17 10:10:16.320,0.14,Super Off-Peak,04:10:16.320000,13:10:16.320000,Rainy,1795,0.15,55
2651,2024-10-17 10:19:12.000,0.07,Mid-Peak,06:19:12,11:19:12,Partly Cloudy,982,0.08,38
